IR-,R4-56,S5-C1H-INT,_01741030
IR-,R4H-54,S5-C1H-INT,_01741031
IR-,R7H-70,S5-C2H-INT,_01741199
IR-,R7H-90,S5-C2H-INT,_01741200
IR-,R10-110,S5-C1H-INT,_01741036
IR-,R10-140,S5-D1NH-INT,_01741041
IR-,R10H-120,S5-C2H-INT,_01741201
IR-,R11-90,S5-C1H-INT,_01741035
IR-,R15H-145,S5-C1NH,_01741152
IR-,R16-210,S5-D1NH-INT,_01741090
IR-,R25-178,S5-D1NH-INT,_01741089
